,Ratings,Full_review
113,1,Could be better. For solid works it's lagging. I don't know if it can support GTA 5 with ultra graphics. Audio is very disappointing..
114,1,Battery gets drained pretty quick you charge it to 100% and play for 2 hrs and that's it. Well coming to display you will be able to see screen bleed towards edges the processor is good for the price paid and overall you can play almost heavy games better if you add SSD to improve overall performance just battery and display is only concern rest all is pretty good for the price.
115,1,"This is not about the replacement product that I have now.. But about the piece that they delivered first... Everything about it was horrible.... Performance:- 1. Graphics card: 2.5% (Avg benchmark: 10%) 2. Processor: 40% (59%) 3. Memory kit: 40.2% (41%) 4. Toshiba hard disc: 71.8 (67%)  Overall- 31st percentile (way below expectations) Everything except the hard disc were horrible/below avg..  In effect, the booting time was very high (around 2-3 minutes, I'd say) Time to open even a fol..."
116,5,I just loved it ....It performed beyond my expectations...If you are planning to get a power laptop with sleek and classy design go for .... It will offer you great experience ...You will just love it..
117,3,I have been using this product for the last 10 days. So let me share my experience here.  -Its packing was great  -It has a decent screen.  -The backlight keyboard with violet color makes it quite attractive.  -speaker sound is good  -Battery backup is okay (even after using normal applications. Don't know if u play heavy games!!)  -webcam is great.  -this laptop is a bit slower & its booting time is more which makes it look like its lagging. It should be more faster as it has an AMD Ryzen 5 ...
118,2,Startup is very long  Battery is not good  Working speed also no good .  This is the worst experience in laptops I ever used .  I didn't use first 15 days due to some person reasons now till then my return period is over .  Please I strongly recommend don't buy this laptop
119,5,07/09/20 today I got my laptop and it's design is fabulous looking too good. Really lite in weight display is descent for a hdd it is little bit slow but it has a nvme m.2 port for upgrading and a ddr4 extra ram slots so you can upgrade whenever you want to.best laptop for gaming and and work.ryzen processor really works well and that purple colour combinations is really eye catching
120,5,At this prize Intel is giving best laptops. But for 50k ryzen 5 3550h quad core is less At the prize of 45k other laptop is giving ryzen 5 hexa core
121,1,"I'm writing this after using it for 5 months.  Considering the configuration it has, the laptop is extremely slow. It takes nearly 3-5 mins just to switch on (even after minimizing almost all startup apps after consulting HP Customer Service. App loading is very slow. While playing game as well, game stutters (FIFA 19). So, performance wise, not at all good.  Looks is great. Keyboard backlight looks attractive, however you can't keep backlight on all the time as it consumes reasonable batter..."
122,5,1)i liked it very much because of its design fabulus 2)dispaly was good and bright &veuvienig angles were also good at that price range 3)performace was excelent and it also come with 4gb nvidia gtx 1650 grafix card which can handle the heavy games &softwares easily 4)booting time is little bit late when compare with SSD laptop because it comes only with HDD the good thing is we can easily upgrade the storage with help of SSD up to 1TB 5)we can also upgrade RAM upto 16 gb and it comes with 8...
123,4,"The Product is Good Not Best. There are 2 Problems here, One with Ram and One with HDD. Well Ram issue is not the big issue Here, Games are still Playable. For Those who don't Know out of 8 Gb 2.1 GB of Ram is totally occupied by The Vram of the Cpu, So u are left with 5.88 GB of Ram. Now The game still runs like GTA 5.  But The Issue comes with HDD being 5400 Rpm its less. Its Pc performance degrades. You will see windows starting little late, application taking time to open. Also GTA 5 st..."
124,5,Great laptop especially fans for cooling. Add another 8 gb of ram and an SSD and then it'll skyrocket like no other. Fans do their work exceptionally well as the most important job of a gaming pc is cooling the system. Which is performed best in this price bracket.
125,4,"the laptop is great, an excellent buy for students and gamers alike.  the cpu and gpu work great in gaming and video editing. display size and quality is excellent. the keyboard feels really tactile and good to use. one of the con i found about this laptop is out of the 8gb ram, only 6 gb ram is usable ( 2gb ram is reserved for the integrated graphics). so i reccomend adding another 8gb ram stick for the best performance."
